age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,annees_dans_l_entreprise,satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,heure_supplementaires,augementation_salaire_precedente,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,surcharge_ressentie,surcharge_non_recompensee,ratio_revenu_poste,ratio_augmentation_promotion,revenu_satisfaction
50,0,13973,Marié(e),Consulting,Tech Lead,3,12,4,3,3,4,3,1,18,1,2,24,3,Infra & Cloud,Occasionnel,1,0,0,1.9151227857912547,9.0,0
38,0,2684,Marié(e),Consulting,Assistant de Direction,0,2,3,3,3,2,2,0,17,1,0,10,1,Transformation Digitale,Frequent,0,0,0,0.8281464637285442,17.0,1
46,0,10845,Divorcé(e),Consulting,Tech Lead,6,8,4,3,3,2,3,0,13,1,3,7,2,Transformation Digitale,Occasionnel,0,0,0,1.486402820575836,13.0,0
24,1,4377,Divorcé(e),Consulting,Tech Lead,1,4,4,2,3,2,3,0,15,2,6,17,1,Transformation Digitale,Occasionnel,3,0,0,0.5999064219142862,3.75,0
35,0,3743,Divorcé(e),Consulting,Consultant,1,4,3,2,2,4,1,1,24,1,2,14,4,Autre,Occasionnel,0,1,0,1.1558998242488847,24.0,0
31,1,4148,Marié(e),Consulting,Tech Lead,1,4,3,3,1,3,3,0,12,1,1,1,1,Infra & Cloud,Frequent,0,0,0,0.5685199538726203,12.0,0
18,0,1051,Célibataire,Consulting,Assistant de Direction,1,0,2,3,4,4,3,0,15,0,2,5,2,Infra & Cloud,Aucun,0,0,0,0.3242853701112891,15.0,0
54,1,10739,Marié(e),Consulting,Tech Lead,8,10,3,3,3,3,3,0,11,1,2,17,3,Entrepreunariat,Occasionnel,0,0,0,1.4718745864604799,11.0,0
35,1,10388,Divorcé(e),Consulting,Manager,1,16,3,3,3,3,2,1,11,1,3,25,4,Transformation Digitale,Occasionnel,10,1,1,1.379591828458869,1.0,0
30,1,11416,Marié(e),Consulting,Directeur Technique,0,8,2,4,1,3,2,1,12,3,4,8,2,Infra & Cloud,Occasionnel,1,1,0,0.7119626057482125,6.0,0
20,1,2600,Célibataire,Consulting,Assistant de Direction,1,1,4,2,1,1,3,1,15,0,2,11,3,Transformation Digitale,Occasionnel,0,0,0,0.8022283180678893,15.0,1
30,1,2422,Célibataire,Consulting,Consultant,0,3,2,3,2,1,3,0,17,0,3,5,3,Transformation Digitale,Frequent,1,0,0,0.747953346067539,8.5,1
26,0,5472,Marié(e),Consulting,Tech Lead,1,8,4,4,4,2,3,0,12,0,2,2,2,Transformation Digitale,Occasionnel,1,0,0,0.7499858215021645,6.0,0
22,0,2451,Marié(e),Consulting,Consultant,1,4,2,1,1,1,2,0,15,1,3,8,1,Infra & Cloud,Occasionnel,1,0,0,0.7569090219700818,7.5,1
48,0,4240,Célibataire,Consulting,Manager,2,2,1,2,3,4,3,0,13,0,0,6,3,Infra & Cloud,Occasionnel,2,0,0,0.563098705493416,4.333333333333333,0
48,0,10999,Célibataire,Consulting,Manager,7,15,3,2,3,2,3,0,14,0,3,4,4,Infra & Cloud,Occasionnel,4,0,0,1.4607364768212459,2.8,0
41,1,5003,Célibataire,Consulting,Tech Lead,6,2,4,3,3,2,3,0,14,0,6,7,2,Transformation Digitale,Occasionnel,2,0,0,0.6857052384823336,4.666666666666667,0
39,1,12742,Marié(e),Consulting,Tech Lead,1,21,4,2,4,3,3,0,16,1,3,1,1,Infra & Cloud,Occasionnel,11,0,0,1.7464033877157494,1.3333333333333333,0
27,1,4227,Marié(e),Consulting,Tech Lead,0,3,1,3,4,2,3,0,18,1,2,2,4,Infra & Cloud,Occasionnel,2,0,0,0.5793476000529331,6.0,0
35,0,3917,Divorcé(e),Consulting,Consultant,1,3,2,3,4,1,2,0,20,1,4,10,3,Autre,Occasionnel,1,0,0,1.2096338796641413,10.0,0
42,0,18303,Marié(e),Commercial,Senior Manager,6,1,4,3,3,2,4,0,13,0,3,5,2,Marketing,Occasionnel,0,0,0,1.0652007579453315,13.0,0
50,0,2380,Marié(e),Consulting,Consultant,4,1,1,3,4,2,3,0,18,0,5,9,3,Infra & Cloud,Occasionnel,0,0,0,0.7349830568293736,18.0,1
59,1,13726,Célibataire,Consulting,Tech Lead,3,5,3,2,4,1,3,1,13,0,4,2,3,Infra & Cloud,Occasionnel,4,0,0,1.8812692591262263,2.6,0
37,1,4777,Marié(e),Consulting,Manager,5,1,1,1,2,1,1,0,15,0,2,11,2,Transformation Digitale,Occasionnel,0,0,0,0.634415687769351,15.0,0
55,0,6385,Marié(e),Consulting,Manager,3,8,3,3,2,4,3,1,14,2,3,18,4,Transformation Digitale,Frequent,6,0,0,0.8479682157017596,2.0,0
41,1,19973,Divorcé(e),Consulting,Directeur Technique,1,21,2,1,3,2,3,0,22,2,3,7,1,Infra & Cloud,Aucun,5,0,0,1.2456227334100427,3.6666666666666665,0
38,0,6861,Célibataire,Commercial,Cadre Commercial,8,1,2,3,4,3,3,1,12,0,1,3,4,Infra & Cloud,Occasionnel,0,0,0,0.9907181877012333,12.0,0
26,0,4969,Célibataire,Commercial,Cadre Commercial,8,2,2,1,1,4,3,0,18,0,6,29,2,Transformation Digitale,Aucun,2,0,0,0.7175162038605783,6.0,0
52,1,19845,Marié(e),Commercial,Senior Manager,1,32,1,1,4,4,3,0,15,1,3,2,1,Marketing,Occasionnel,6,0,0,1.1549423068035352,2.142857142857143,0
44,1,13320,Marié(e),Commercial,Cadre Commercial,3,12,4,4,4,3,3,1,18,1,2,28,3,Transformation Digitale,Occasionnel,11,0,0,1.9233881737619045,1.5,0
50,1,6347,Marié(e),Commercial,Cadre Commercial,0,18,4,3,3,1,3,0,12,1,3,1,3,Infra & Cloud,Aucun,0,0,0,0.9164973527677784,12.0,0
36,1,2743,Célibataire,Consulting,Consultant,1,17,3,4,1,3,3,0,16,0,1,16,4,Infra & Cloud,Occasionnel,15,0,0,0.8470834138163748,1.0,1
39,1,10880,Célibataire,Consulting,Tech Lead,1,21,4,3,1,3,3,1,13,0,2,22,3,Transformation Digitale,Frequent,2,0,0,1.4911998790101517,4.333333333333333,0
33,1,2342,Célibataire,Commercial,Représentant Commercial,0,2,2,2,4,4,2,0,19,0,2,8,1,Infra & Cloud,Aucun,2,0,0,0.8915112295393985,6.333333333333333,0
45,1,17650,Marié(e),Commercial,Senior Manager,3,9,4,3,4,2,4,0,13,1,4,11,2,Infra & Cloud,Occasionnel,1,0,0,1.0271973653354696,6.5,0
32,1,4025,Célibataire,Consulting,Consultant,9,8,4,3,3,2,3,0,12,0,2,29,4,Transformation Digitale,Aucun,7,0,0,1.2429860519908524,1.5,0
34,0,9725,Divorcé(e),Commercial,Cadre Commercial,0,15,2,4,4,4,2,0,11,1,2,1,4,Marketing,Occasionnel,0,0,0,1.4042755247623515,11.0,0
59,0,11904,Marié(e),Commercial,Senior Manager,3,6,2,3,4,3,1,1,14,1,1,1,2,Entrepreunariat,Occasionnel,0,1,0,0.6927907896290896,14.0,0
45,0,2177,Célibataire,Ressources Humaines,Ressources Humaines,1,6,2,3,2,1,3,0,16,0,3,24,4,Transformation Digitale,Occasionnel,0,0,0,0.5138372573316812,16.0,1
53,1,7525,Marié(e),Commercial,Cadre Commercial,2,15,3,2,2,1,3,0,12,1,2,2,3,Marketing,Frequent,6,0,0,1.0865987993662412,1.7142857142857142,0
36,0,4834,Divorcé(e),Consulting,Consultant,7,1,1,3,3,2,2,0,14,1,3,15,3,Autre,Occasionnel,0,0,0,1.4928185280307529,14.0,0
26,0,2042,Marié(e),Consulting,Assistant de Direction,6,3,1,3,1,2,3,1,14,1,2,2,3,Infra & Cloud,Frequent,1,0,0,0.6300577790363961,7.0,1
34,1,2220,Marié(e),Commercial,Représentant Commercial,1,1,3,3,3,4,3,1,19,1,2,10,4,Infra & Cloud,Occasionnel,0,0,0,0.8450704225352113,19.0,0
28,0,1052,Marié(e),Commercial,Représentant Commercial,1,1,4,3,2,2,3,0,22,0,5,10,1,Transformation Digitale,Occasionnel,0,0,0,0.400456794822992,22.0,0
38,0,2821,Marié(e),Consulting,Assistant de Direction,3,2,3,3,3,1,3,0,16,1,2,3,4,Autre,Frequent,2,0,0,0.8704177251036599,5.333333333333333,1
50,0,19237,Marié(e),Consulting,Directeur Technique,2,8,2,3,3,4,2,1,11,1,2,2,4,Transformation Digitale,Occasionnel,7,1,1,1.1997218506287985,1.375,0
37,1,4107,Célibataire,Consulting,Manager,3,4,4,3,2,1,2,0,15,0,3,3,3,Autre,Occasionnel,0,0,0,0.545435467797514,15.0,0
40,0,8396,Marié(e),Commercial,Cadre Commercial,1,7,3,3,1,2,2,0,14,1,3,26,3,Marketing,Occasionnel,7,0,0,1.2123699029207922,1.75,0
26,1,2007,Divorcé(e),Consulting,Assistant de Direction,1,5,1,2,3,3,3,0,13,2,5,1,1,Transformation Digitale,Frequent,1,0,0,0.61925855167779,6.5,1
46,0,19627,Divorcé(e),Consulting,Directeur Technique,9,2,4,3,4,4,3,0,17,2,0,1,4,Transformation Digitale,Occasionnel,2,0,0,1.2240443292764687,5.666666666666667,0
54,1,10686,Marié(e),Commercial,Cadre Commercial,6,9,3,2,3,2,3,0,11,1,4,2,4,Infra & Cloud,Occasionnel,7,0,0,1.5430424943558343,1.375,0
56,1,2942,Marié(e),Consulting,Assistant de Direction,2,5,1,3,3,2,3,0,19,1,4,9,3,Transformation Digitale,Frequent,0,0,0,0.9077521968291271,19.0,0
36,1,8858,Célibataire,Consulting,Tech Lead,0,14,4,2,4,2,2,0,11,0,2,12,5,Transformation Digitale,Occasionnel,7,0,0,1.2140669603191108,1.375,0
55,0,16756,Célibataire,Consulting,Senior Manager,7,9,3,2,1,2,4,0,15,0,3,2,1,Transformation Digitale,Aucun,6,0,0,0.9751682183320752,2.142857142857143,0
43,0,10798,Divorcé(e),Commercial,Cadre Commercial,5,1,3,2,4,3,3,0,13,1,5,25,3,Transformation Digitale,Occasionnel,0,0,0,1.5592151276487272,13.0,0
20,1,2323,Célibataire,Commercial,Représentant Commercial,1,2,4,3,4,2,3,1,14,0,3,9,3,Marketing,Frequent,0,0,0,0.8842786448420251,14.0,0
21,1,1416,Célibataire,Consulting,Consultant,1,1,3,2,1,1,2,0,13,0,6,10,3,Infra & Cloud,Occasionnel,1,0,0,0.437284037172434,6.5,1
46,1,4615,Divorcé(e),Consulting,Assistant de Direction,8,16,4,2,1,1,3,1,23,3,2,8,4,Infra & Cloud,Occasionnel,1,0,0,1.4239552645705036,11.5,0
51,0,2461,Marié(e),Consulting,Assistant de Direction,9,10,1,3,3,3,4,1,12,3,2,4,4,Infra & Cloud,Occasionnel,2,0,0,0.7593399579865675,4.0,0
28,0,8722,Célibataire,Consulting,Manager,1,10,2,2,1,1,2,0,12,0,2,24,2,Entrepreunariat,Aucun,1,0,0,1.1583365352154655,6.0,0
26,0,3955,Marié(e),Consulting,Consultant,1,5,1,2,1,1,3,0,16,2,2,1,2,Transformation Digitale,Occasionnel,1,0,0,1.2213689032605768,8.0,0
30,0,9957,Marié(e),Consulting,Tech Lead,0,6,3,3,1,3,2,0,15,1,1,20,3,Autre,Occasionnel,0,0,0,1.3646945951566252,15.0,0
41,1,3376,Marié(e),Consulting,Assistant de Direction,1,10,2,4,3,3,3,0,13,0,3,7,2,Entrepreunariat,Occasionnel,0,0,0,1.041662616075844,13.0,0
38,1,8823,Marié(e),Consulting,Manager,0,19,3,2,3,1,2,0,18,1,4,17,1,Infra & Cloud,Occasionnel,1,0,0,1.1717499713604738,9.0,0
40,0,10322,Marié(e),Consulting,Manager,4,11,1,3,4,4,3,0,20,1,6,20,4,Entrepreunariat,Occasionnel,11,0,0,1.370826612760151,1.6666666666666667,0
27,0,4621,Marié(e),Consulting,Consultant,1,3,1,1,3,4,3,0,19,3,4,8,5,Infra & Cloud,Aucun,1,0,0,1.4270406326086285,9.5,0
55,0,10976,Marié(e),Consulting,Tech Lead,3,3,4,3,2,2,3,0,18,1,4,2,1,Infra & Cloud,Frequent,1,0,0,1.5043575250014178,9.0,0
28,1,3660,Célibataire,Consulting,Assistant de Direction,3,8,3,3,3,4,4,0,13,0,4,10,3,Autre,Occasionnel,1,0,0,1.1292906323571057,6.5,0
44,0,10482,Marié(e),Ressources Humaines,Ressources Humaines,9,20,2,2,1,4,3,0,14,1,1,1,2,Transformation Digitale,Occasionnel,3,0,0,2.4740662064082137,3.5,0
33,0,7119,Divorcé(e),Consulting,Manager,4,3,4,2,4,3,3,0,15,1,2,5,3,Infra & Cloud,Occasionnel,1,0,0,0.945448038775384,7.5,0
35,0,9582,Célibataire,Commercial,Cadre Commercial,0,8,4,3,1,1,3,1,22,0,2,4,3,Entrepreunariat,Occasionnel,4,0,0,1.3836265376116044,4.4,0
33,1,4508,Célibataire,Consulting,Assistant de Direction,1,13,1,2,3,2,3,0,22,0,4,29,4,Transformation Digitale,Frequent,3,0,0,1.390940483788479,5.5,0
28,0,2207,Divorcé(e),Consulting,Consultant,1,4,1,3,3,4,2,0,16,1,5,15,2,Infra & Cloud,Occasionnel,2,0,0,0.6815578178245494,5.333333333333333,1
34,0,7756,Célibataire,Consulting,Manager,0,6,1,3,4,3,2,0,17,0,1,3,1,Infra & Cloud,Frequent,0,0,0,1.030045650897862,17.0,0
37,1,6694,Divorcé(e),Commercial,Cadre Commercial,2,1,4,2,4,3,3,1,14,3,5,10,4,Infra & Cloud,Occasionnel,0,0,0,0.9666036362734376,14.0,0
25,0,3691,Marié(e),Consulting,Consultant,1,7,4,3,4,2,4,1,15,1,3,4,1,Entrepreunariat,Occasionnel,5,0,0,1.1398413709063941,2.5,0
26,0,2377,Divorcé(e),Consulting,Consultant,1,1,1,3,3,3,2,0,20,1,0,21,3,Transformation Digitale,Occasionnel,0,0,0,0.7340566075980761,20.0,1
33,0,2313,Célibataire,Consulting,Assistant de Direction,4,2,1,2,2,2,3,1,20,0,0,25,3,Transformation Digitale,Occasionnel,2,0,0,0.7136746537273184,6.666666666666667,1
42,0,17665,Marié(e),Consulting,Senior Manager,0,22,4,3,1,4,3,0,17,1,3,2,2,Transformation Digitale,Occasionnel,13,0,0,1.0280703376006273,1.2142857142857142,0
28,0,2596,Divorcé(e),Consulting,Consultant,1,1,1,2,2,1,3,0,15,2,2,1,3,Transformation Digitale,Frequent,0,0,0,0.8016874014827957,15.0,1
50,0,4728,Célibataire,Commercial,Cadre Commercial,3,0,4,3,3,4,3,1,14,0,4,1,4,Autre,Frequent,0,0,0,0.68271616257855,14.0,0
33,1,4302,Marié(e),Commercial,Cadre Commercial,0,3,4,3,2,3,3,0,17,1,3,7,3,Infra & Cloud,Frequent,0,0,0,0.6212023966609395,17.0,0
34,0,2979,Marié(e),Consulting,Assistant de Direction,3,0,3,2,4,4,3,0,17,3,2,3,4,Infra & Cloud,Aucun,0,0,0,0.9191685228939394,17.0,0
48,0,16885,Célibataire,Consulting,Senior Manager,2,5,1,4,4,3,2,0,22,0,3,1,4,Transformation Digitale,Aucun,2,0,0,0.9826757798124308,7.333333333333333,0
45,1,5593,Marié(e),Commercial,Cadre Commercial,1,15,2,2,3,4,3,0,13,1,2,9,4,Infra & Cloud,Aucun,4,0,0,0.8076208750638387,2.6,0
52,0,10445,Célibataire,Consulting,Manager,7,8,2,3,2,4,3,0,19,0,4,7,4,Infra & Cloud,Occasionnel,4,0,0,1.3871617874713986,3.8,0
38,0,8740,Divorcé(e),Commercial,Cadre Commercial,0,8,3,2,3,2,3,1,14,2,2,10,4,Marketing,Occasionnel,2,0,0,1.2620429908918203,4.666666666666667,0
29,1,2514,Divorcé(e),Consulting,Assistant de Direction,4,7,3,3,4,1,3,0,22,1,1,28,4,Infra & Cloud,Occasionnel,1,0,0,0.7756930737010284,11.0,0
28,1,7655,Divorcé(e),Consulting,Tech Lead,0,9,4,3,2,2,2,0,17,3,3,3,3,Transformation Digitale,Occasionnel,1,0,0,1.049185208991058,8.5,0
46,0,17465,Marié(e),Commercial,Senior Manager,3,12,1,3,3,4,3,0,12,1,3,3,1,Marketing,Occasionnel,4,0,0,1.0164307073985257,2.4,0
38,0,7351,Célibataire,Commercial,Cadre Commercial,7,1,4,3,2,3,3,0,16,0,2,2,2,Marketing,Occasionnel,0,0,0,1.0614734583576397,16.0,0
43,1,10820,Marié(e),Consulting,Tech Lead,8,8,3,3,1,3,3,0,11,1,1,27,3,Infra & Cloud,Frequent,0,0,0,1.4829763502656106,11.0,0
39,0,12169,Divorcé(e),Consulting,Manager,7,18,1,3,4,4,3,0,11,3,4,2,3,Infra & Cloud,Frequent,11,0,0,1.6161198460257968,0.9166666666666666,0
40,0,19626,Célibataire,Consulting,Directeur Technique,1,20,3,2,3,1,4,0,14,0,2,14,3,Transformation Digitale,Occasionnel,4,0,0,1.223981963946603,2.8,0
21,1,2070,Célibataire,Consulting,Assistant de Direction,1,2,4,2,2,3,4,1,11,0,6,1,1,Entrepreunariat,Occasionnel,2,0,1,0.6386971609232811,3.6666666666666665,0
39,0,6782,Célibataire,Consulting,Consultant,9,5,3,3,2,3,2,0,15,0,2,9,3,Infra & Cloud,Aucun,0,0,0,2.0943928955532822,15.0,0
36,0,7779,Célibataire,Consulting,Tech Lead,2,11,1,3,4,1,3,0,20,0,0,18,4,Infra & Cloud,Aucun,0,0,0,1.0661805017297767,20.0,0
31,0,2791,Marié(e),Commercial,Représentant Commercial,0,2,3,4,4,1,3,0,12,1,4,20,3,Infra & Cloud,Frequent,2,0,0,1.0624286258089075,4.0,0
28,0,3201,Marié(e),Consulting,Assistant de Direction,0,5,1,2,2,1,1,0,17,0,2,2,1,Infra & Cloud,Occasionnel,0,0,0,0.9876664792828129,17.0,0
35,0,4968,Divorcé(e),Commercial,Cadre Commercial,1,5,4,3,4,4,3,0,11,1,3,11,2,Marketing,Frequent,0,0,0,0.7173718053490347,11.0,0
49,0,13120,Marié(e),Commercial,Cadre Commercial,6,9,4,2,2,2,3,0,17,1,3,8,4,Entrepreunariat,Occasionnel,2,0,0,1.8945084714531673,5.666666666666667,0
34,0,4033,Célibataire,Consulting,Tech Lead,2,3,4,3,3,4,2,0,11,0,3,2,2,Infra & Cloud,Frequent,0,0,0,0.5527581904455829,11.0,0
29,1,3291,Divorcé(e),Consulting,Assistant de Direction,0,7,4,3,2,4,2,0,14,2,2,10,3,Infra & Cloud,Frequent,1,0,0,1.015435921062086,7.0,0
42,0,4272,Célibataire,Consulting,Consultant,4,1,2,1,4,1,3,0,19,0,3,29,3,Transformation Digitale,Occasionnel,0,0,0,1.3192637053676823,19.0,0
29,0,5056,Marié(e),Consulting,Tech Lead,1,10,2,2,4,3,2,1,15,1,2,8,1,Transformation Digitale,Occasionnel,1,1,0,0.6929693555400117,7.5,0
38,0,2844,Marié(e),Ressources Humaines,Ressources Humaines,1,7,3,4,3,4,4,0,13,1,2,1,3,Ressources Humaines,Occasionnel,5,0,0,0.6712692511949018,2.1666666666666665,0
28,0,2703,Divorcé(e),Consulting,Assistant de Direction,1,3,3,2,3,4,3,1,14,1,2,6,3,Infra & Cloud,Frequent,0,0,0,0.8340089014375018,14.0,0
18,0,1904,Célibataire,Consulting,Consultant,1,0,3,3,3,4,3,0,12,0,0,8,1,Transformation Digitale,Aucun,0,0,0,0.5879864454634989,12.0,0
33,1,8224,Célibataire,Commercial,Cadre Commercial,0,5,1,3,1,1,3,1,17,0,3,9,4,Marketing,Occasionnel,0,0,0,1.1875333589352781,17.0,0
41,0,4766,Marié(e),Consulting,Consultant,3,1,2,3,4,1,3,1,11,1,4,12,4,Infra & Cloud,Occasionnel,0,0,1,1.4718190121213424,11.0,0
31,0,2610,Marié(e),Consulting,Consultant,1,2,3,3,3,3,2,0,12,1,5,15,3,Transformation Digitale,Frequent,2,0,0,0.8060108312288509,4.0,0
37,1,5731,Divorcé(e),Consulting,Manager,7,6,3,2,4,3,3,0,13,2,2,25,2,Transformation Digitale,Occasionnel,1,0,0,0.7611128965053695,6.5,0
27,0,2539,Marié(e),Consulting,Assistant de Direction,1,4,4,2,3,3,3,0,13,1,0,6,3,Infra & Cloud,Occasionnel,2,0,0,0.7834068075286043,4.333333333333333,0
34,1,5714,Marié(e),Commercial,Cadre Commercial,1,6,2,3,3,1,2,0,20,0,3,9,1,Infra & Cloud,Occasionnel,1,0,0,0.8250930949606249,10.0,0
35,0,4323,Célibataire,Ressources Humaines,Ressources Humaines,1,5,3,3,3,2,1,0,17,0,2,8,4,Entrepreunariat,Occasionnel,1,0,0,1.0203575854133475,8.5,0
29,1,7336,Marié(e),Commercial,Cadre Commercial,1,11,4,2,1,1,1,0,13,1,3,23,1,Infra & Cloud,Occasionnel,3,0,0,1.0593074806844844,3.25,0
40,1,13499,Célibataire,Consulting,Directeur Technique,9,18,2,3,3,3,2,0,17,0,3,9,4,Transformation Digitale,Frequent,2,0,0,0.8418695878587176,5.666666666666667,0
42,0,13758,Célibataire,Commercial,Cadre Commercial,0,21,3,3,1,2,2,1,12,0,2,12,3,Infra & Cloud,Frequent,13,1,0,1.9866347218180394,0.8571428571428571,0
42,0,5155,Célibataire,Commercial,Cadre Commercial,7,6,2,3,1,4,4,0,13,0,3,4,4,Marketing,Occasionnel,1,0,0,0.744374327007704,6.5,0
35,0,2258,Marié(e),Consulting,Consultant,6,8,4,2,3,2,3,0,12,1,2,1,4,Transformation Digitale,Occasionnel,1,0,0,0.6973074547566074,6.0,0
24,0,3597,Célibataire,Consulting,Consultant,8,4,4,3,2,4,3,0,22,0,2,24,3,Transformation Digitale,Occasionnel,1,0,0,1.1108126283257382,11.0,0
28,1,2515,Marié(e),Consulting,Consultant,1,1,3,3,4,4,2,1,11,0,4,12,1,Infra & Cloud,Occasionnel,0,1,1,0.7766732722377625,11.0,0
26,0,4420,Marié(e),Consulting,Consultant,1,8,1,4,4,2,3,0,22,1,2,3,4,Transformation Digitale,Occasionnel,0,0,0,1.364968534111694,22.0,0
30,0,6578,Marié(e),Commercial,Cadre Commercial,1,10,3,2,3,1,3,0,18,1,3,10,3,Marketing,Occasionnel,1,0,0,0.94985340893437,9.0,0
40,1,4422,Marié(e),Consulting,Assistant de Direction,3,1,3,2,4,4,1,1,13,1,3,26,2,Transformation Digitale,Frequent,0,1,0,1.364405239421618,13.0,0
35,0,10274,Divorcé(e),Consulting,Tech Lead,2,7,3,2,2,2,4,0,18,1,2,2,3,Infra & Cloud,Occasionnel,6,0,0,1.4081422386902849,2.5714285714285716,0
34,0,5343,Célibataire,Consulting,Manager,0,13,4,2,1,3,3,0,20,0,3,1,3,Transformation Digitale,Frequent,4,0,0,0.7095840527007834,4.0,0
35,0,2376,Marié(e),Consulting,Consultant,1,2,4,2,4,2,4,0,13,1,2,4,4,Autre,Frequent,2,0,0,0.7337477911876435,4.333333333333333,0
43,1,5346,Célibataire,Commercial,Cadre Commercial,8,4,1,1,3,2,2,0,13,0,2,9,3,Marketing,Occasionnel,1,0,0,0.7719544427125482,6.5,0
32,1,2827,Divorcé(e),Commercial,Représentant Commercial,1,1,3,3,1,3,3,0,12,3,3,2,1,Infra & Cloud,Aucun,0,0,0,1.0761324704986677,12.0,1
56,1,19943,Divorcé(e),Consulting,Senior Manager,4,5,4,3,1,4,3,0,13,1,2,4,4,Entrepreunariat,Occasionnel,4,0,0,1.1606457256025648,2.6,0
29,1,3131,Marié(e),Consulting,Consultant,1,10,2,3,4,1,3,0,13,1,5,6,1,Transformation Digitale,Occasionnel,0,0,0,0.9669041810641885,13.0,0
19,0,2552,Célibataire,Consulting,Assistant de Direction,1,1,3,3,1,3,3,0,25,0,4,9,2,Infra & Cloud,Occasionnel,0,0,0,0.7874179491189437,25.0,1
45,1,4477,Marié(e),Consulting,Assistant de Direction,4,3,1,3,3,3,2,1,19,1,2,7,3,Transformation Digitale,Occasionnel,0,1,0,1.3813754538422849,19.0,0
37,1,6474,Marié(e),Consulting,Tech Lead,1,14,4,2,4,2,2,0,13,1,2,1,3,Infra & Cloud,Occasionnel,3,0,0,0.8873187515360039,3.25,0
20,0,3033,Célibataire,Consulting,Consultant,1,2,1,2,3,1,2,0,12,0,2,3,3,Infra & Cloud,Occasionnel,1,0,0,0.9366401728418026,6.0,0
44,0,2936,Célibataire,Consulting,Assistant de Direction,1,6,3,3,3,3,3,1,11,0,4,10,4,Infra & Cloud,Occasionnel,0,0,1,0.9059009007105089,11.0,0
53,1,18606,Divorcé(e),Consulting,Senior Manager,3,7,4,3,3,2,3,0,18,1,6,7,2,Transformation Digitale,Occasionnel,4,0,0,1.0828347977015154,3.6,0
29,1,2168,Marié(e),Consulting,Assistant de Direction,0,5,2,1,4,1,2,1,18,1,2,15,1,Infra & Cloud,Occasionnel,1,1,0,0.6689349975273785,9.0,1
22,0,2853,Marié(e),Consulting,Assistant de Direction,0,0,3,2,4,2,3,1,11,1,5,3,4,Infra & Cloud,Frequent,0,0,1,0.880291304402957,11.0,0
46,1,17048,Marié(e),Commercial,Senior Manager,8,26,3,3,1,1,3,0,23,0,2,2,3,Marketing,Occasionnel,15,0,0,0.9921620784271437,1.4375,0
44,0,2290,Célibataire,Consulting,Assistant de Direction,2,0,4,1,3,4,3,0,13,0,3,17,3,Infra & Cloud,Aucun,0,0,0,0.7065780186059487,13.0,0
33,0,3600,Marié(e),Ressources Humaines,Ressources Humaines,1,5,2,3,3,4,3,0,13,1,2,2,3,Ressources Humaines,Occasionnel,1,0,0,0.849707912904939,6.5,0
41,0,2107,Divorcé(e),Consulting,Assistant de Direction,6,1,1,2,1,1,1,0,17,1,2,5,2,Infra & Cloud,Aucun,0,0,0,0.6501134869880933,17.0,1
30,0,4115,Divorcé(e),Commercial,Cadre Commercial,8,4,3,3,1,3,3,0,19,3,3,29,4,Infra & Cloud,Occasionnel,0,0,0,0.5941998750022701,19.0,0
40,0,4327,Marié(e),Commercial,Cadre Commercial,5,0,2,3,2,4,3,0,12,3,2,2,4,Transformation Digitale,Frequent,0,0,0,0.6248123594495316,12.0,0
50,1,17856,Marié(e),Consulting,Senior Manager,2,2,4,3,1,3,3,0,22,1,3,2,3,Transformation Digitale,Frequent,2,0,0,1.0391861844436343,7.333333333333333,0
28,0,3196,Marié(e),Consulting,Consultant,1,6,4,2,1,3,3,0,12,3,2,19,4,Transformation Digitale,Occasionnel,3,0,0,0.9869772477423017,3.0,0
46,0,19081,Marié(e),Consulting,Directeur Technique,5,4,4,3,2,1,3,0,11,1,2,15,2,Infra & Cloud,Occasionnel,0,0,0,1.1899928591697304,11.0,0
35,0,8966,Marié(e),Commercial,Cadre Commercial,3,7,3,3,1,4,3,1,15,3,2,17,4,Infra & Cloud,Occasionnel,1,0,0,1.2946770545006934,7.5,0
24,1,2210,Marié(e),Consulting,Consultant,1,1,4,3,2,1,1,0,13,1,3,17,2,Infra & Cloud,Occasionnel,0,0,0,0.682484267055847,13.0,1
33,1,4539,Marié(e),Commercial,Cadre Commercial,1,10,2,3,3,1,2,0,12,1,3,25,3,Transformation Digitale,Frequent,0,0,0,0.6554248438967931,12.0,0
36,0,2741,Divorcé(e),Consulting,Consultant,1,7,3,1,3,3,3,0,14,1,4,6,4,Infra & Cloud,Occasionnel,1,0,0,0.8464657809955097,7.0,0
30,0,3491,Divorcé(e),Consulting,Consultant,1,10,3,3,3,1,2,0,13,3,4,7,4,Infra & Cloud,Occasionnel,8,0,0,1.0780780888198922,1.4444444444444444,0
44,0,4541,Célibataire,Consulting,Assistant de Direction,1,20,4,3,4,2,3,0,25,0,3,29,4,Autre,Occasionnel,13,0,0,1.401122612440879,1.7857142857142858,0
